url,price_in_rp,title,address,district,city,property_type,land_size_m2,building_size_m2,bedrooms,bathrooms,carports
https://www.rumah123.com/properti/semarang-semarang-tengah/rumah-nuansa-bali-di-perumahan-teras-bali-dekat-bsb-semarang-hos39082813/,789000000.0,Rumah Nuansa Bali Di Perumahan Teras Bali Dekat Bsb Semarang,"Semarang Tengah, Semarang",Semarang Tengah,Semarang,rumah,120.0,48.0,2.0,1.0,2.0
https://www.rumah123.com/properti/semarang-mijen/di-jual-rumah-2-kamar-tidur-1-kamar-mandi-perumahan-teras-bali-semarang-hos39082681/,522000000.0,Di Jual Rumah 2 Kamar Tidur + 1 Kamar Mandi | Perumahan Teras Bali Semarang,"Mijen, Semarang",Mijen,Semarang,rumah,120.0,30.0,2.0,1.0,1.0
https://www.rumah123.com/properti/semarang-banyumanik/rumah-mewah-kolam-renang-di-gondang-bulusan-tembalang-hos40560521/,5500000000.0,Rumah mewah + kolam renang di gondang bulusan tembalang,"Banyumanik, Semarang",Banyumanik,Semarang,rumah,575.0,500.0,6.0,4.0,4.0
https://www.rumah123.com/properti/semarang-semarang-timur/rumah-di-arteri-soekarno-hatta-semarang-timur-hos40514722/,10000000000.0,Rumah Mewah di Arteri Soekarno Hatta Semarang Timur,"Semarang Timur, Semarang",Semarang Timur,Semarang,rumah,489.0,800.0,8.0,4.0,1.0
https://www.rumah123.com/properti/semarang-pedurungan/rumah-bagus-2-lantai-di-turangga-pedurungan-semarang-timur-hos18716024/,2500000000.0,Rumah Bagus 2 Lantai Di Turangga Pedurungan Semarang Timur,"Pedurungan, Semarang",Pedurungan,Semarang,rumah,290.0,500.0,4.0,4.0,
https://www.rumah123.com/properti/semarang-mijen/rumah-minimalis-modern-jatisari-mijen-cocok-untuk-pasangan-muda-hos41581312/,735000000.0,Rumah Minimalis Modern Jatisari Mijen Cocok untuk Pasangan Muda,"Mijen, Semarang",Mijen,Semarang,rumah,140.0,100.0,3.0,1.0,1.0
https://www.rumah123.com/properti/solo-banjarsari/rumah-dijual-solo-ada-kolam-renang-hos40487480/,5700000000.0,Rumah Dijual Solo Ada Kolam Renang,"Banjarsari, Solo",Banjarsari,Solo,rumah,351.0,280.0,5.0,3.0,4.0
https://www.rumah123.com/properti/surakarta-laweyan/rumah-dijual-solo-di-karangasem-laweyan-solo-dekat-kampus-ums-hos15487644/,2000000000.0,Rumah Dijual Solo di Karangasem Laweyan Solo Dekat Kampus Ums,"Laweyan, Surakarta",Laweyan,Surakarta,rumah,200.0,185.0,4.0,2.0,1.0
https://www.rumah123.com/properti/semarang-candi-golf/rumah-mewah-ada-kolam-renang-di-candi-golf-semarang-hos40768896/,20000000000.0,Rumah Mewah Ada Kolam Renang di Candi Golf LT 782M Hadap Selatan,"Candi Golf, Semarang",Candi Golf,Semarang,rumah,782.0,600.0,7.0,8.0,6.0
https://www.rumah123.com/properti/surakarta-banjarsari/rumah-2lantai-banyuanyar-banjarsari-solo-surakarta-hos12144235/,4250000000.0,Rumah 2lantai Banyuanyar Banjarsari Solo Surakarta,"Banjarsari, Surakarta",Banjarsari,Surakarta,rumah,410.0,370.0,6.0,4.0,2.0
https://www.rumah123.com/properti/semarang-semeru/rumah-di-semeru-hos39635481/,4300000000.0,Rumah Di Semeru,"Semeru, Semarang",Semeru,Semarang,rumah,171.0,300.0,4.0,3.0,2.0
https://www.rumah123.com/properti/semarang-ngaliyan/jual-rumah-baru-di-nawasena-park-ngaliyan-hos40159986/,1350000000.0,Jual Rumah Baru Di Nawasena Park Ngaliyan,"Ngaliyan, Semarang",Ngaliyan,Semarang,rumah,120.0,75.0,3.0,2.0,
https://www.rumah123.com/properti/semarang-bsb-city/rumah-dijual-di-bsb-village-hos40122340/,1150000000.0,Rumah Dijual Di Bsb Village,"BSB City, Semarang",BSB City,Semarang,rumah,166.0,110.0,2.0,2.0,
https://www.rumah123.com/properti/semarang-majapahit/rumah-di-beruang-raya-majapahit-semarang-hos40061852/,2700000000.0,Rumah Di Beruang Raya Majapahit Semarang,"Majapahit, Semarang",Majapahit,Semarang,rumah,298.0,298.0,5.0,3.0,1.0
https://www.rumah123.com/properti/semarang-majapahit/jual-rumah-newton-boulevard-harga-terjangkau-hos40942294/,700000000.0,Jual Rumah Newton Boulevard Harga Terjangkau,"Majapahit, Semarang",Majapahit,Semarang,rumah,120.0,45.0,2.0,1.0,1.0
https://www.rumah123.com/properti/semarang-bsb-city/jual-atau-sewa-rumah-di-bsb-forest-hill-murah-hos40998822/,1200000000.0,Jual atau Sewa Rumah di Bsb Forest Hill Murah,"BSB City, Semarang",BSB City,Semarang,rumah,120.0,60.0,2.0,1.0,1.0
https://www.rumah123.com/properti/semarang-citarum/rumah-di-kridangga-semarang-hos40093166/,1600000000.0,Rumah Di Kridangga Semarang,"Citarum, Semarang",Citarum,Semarang,rumah,210.0,180.0,5.0,3.0,1.0
https://www.rumah123.com/properti/semarang-bsb-city/jual-rumah-3kt-victoria-highland-citraland-bsb-hos41607406/,1700000000.0,Jual Rumah 3Kt Victoria Highland Citraland Bsb,"BSB City, Semarang",BSB City,Semarang,rumah,120.0,68.0,3.0,2.0,1.0
https://www.rumah123.com/properti/karanganyar-jaten/dijual-rumah-murah-solo-timur-dekat-indogrosir-palur-hos41330712/,945000000.0,Dijual Rumah Murah Solo Timur Dekat Stasiun Palur,"Jaten, Karanganyar",Jaten,Karanganyar,rumah,340.0,200.0,4.0,2.0,1.0
https://www.rumah123.com/properti/solo-solo-baru/rumah-2-lantai-cluster-dekat-the-park-mall-solo-baru-hos40288986/,2900000000.0,Rumah Dijual Cluster Mewah Dekat The Park Mall Solo Baru,"Solo Baru, Solo",Solo Baru,Solo,rumah,240.0,300.0,4.0,4.0,3.0
https://www.rumah123.com/properti/sukoharjo-kartasura/rumah-di-solo-kartasura-dekat-luwes-kartasura-hos18656879/,1500000000.0,Rumah  Di Solo Kartasura Dekat Luwes Kartasura,"Kartasura, Sukoharjo",Kartasura,Sukoharjo,rumah,113.0,170.0,4.0,3.0,1.0
https://www.rumah123.com/properti/semarang-meteseh/jual-cepat-rumah-baru-siranda-view-meteseh-tembalang-hos41457085/,1200000000.0,Jual Cepat Rumah Baru Siranda View Meteseh Tembalang,"Meteseh, Semarang",Meteseh,Semarang,rumah,117.0,60.0,3.0,2.0,1.0
https://www.rumah123.com/properti/semarang-pedurungan/rumah-bagus-modern-jl-tlogobiru-pedurungan-hos41594762/,975000000.0,Rumah Bagus Modern Jl Tlogobiru Pedurungan,"Pedurungan, Semarang",Pedurungan,Semarang,rumah,125.0,125.0,3.0,2.0,2.0
https://www.rumah123.com/properti/solo-colomadu/rumah-murah-dijual-colomadu-solo-dekat-rumah-sakit-karima-hos40562038/,750000000.0,Rumah Dijual Murah Colomadu Solo Dekat Dari Bandara Adi Sumarmo Solo,"Colomadu, Solo",Colomadu,Solo,rumah,102.0,200.0,5.0,2.0,1.0
https://www.rumah123.com/properti/surakarta-jebres/rumah-solo-dijual-murah-hos41047834/,650000000.0,Rumah Solo Dijual Murah,"Jebres, Surakarta",Jebres,Surakarta,rumah,105.0,100.0,4.0,2.0,
https://www.rumah123.com/properti/sukoharjo-gatak/rumah-dijual-kartasura-sukoharjo-dekat-pasar-klewer-hos39064907/,950000000.0,Rumah Dijual Kartasura Sukoharjo Dekat Pasar Klewer,"Gatak, Sukoharjo",Gatak,Sukoharjo,rumah,138.0,110.0,3.0,2.0,1.0
https://www.rumah123.com/properti/boyolali-boyolali-kota/rumah-dijual-murah-boyolali-di-pulisen-boyolali-kota-3-menit-dari-kopi-mujur-boyolali-hos19498676/,675000000.0,Rumah Dijual Murah Boyolali Di Pulisen Boyolali Kota 3 Menit Dari Kopi Mujur Boyolali,"Boyolali Kota, Boyolali",Boyolali Kota,Boyolali,rumah,243.0,150.0,4.0,2.0,1.0
https://www.rumah123.com/properti/solo-solo-baru/rumah-dan-toko-dijual-solo-baru-dekat-lotte-mart-hos41278429/,1500000000.0,Rumah dan Toko Dijual Solo Kota Dekat Lotte Mart,"Solo Baru, Solo",Solo Baru,Solo,rumah,310.0,200.0,4.0,2.0,1.0
https://www.rumah123.com/properti/semarang-semarang-tengah/dijual-rumah-di-jl-taman-seroja-semarang-luas-300m-shm-hos41496905/,4500000000.0,"Dijual Rumah di Jl Taman Seroja Semarang Luas 300M, SHM","Semarang Tengah, Semarang",Semarang Tengah,Semarang,rumah,300.0,500.0,1.0,4.0,4.0
https://www.rumah123.com/properti/semarang-semarang-tengah/jual-rumah-di-jl-atmodirono-semarang-luas-435m-hos41317950/,13800000000.0,Jual Rumah di Jl Atmodirono Semarang Luas 435M,"Semarang Tengah, Semarang",Semarang Tengah,Semarang,rumah,435.0,620.0,4.0,3.0,5.0
https://www.rumah123.com/properti/semarang-semarang-barat/include-furnished-kolam-renang-rumah-candi-kalasan-manyaran-hos41600121/,1900000000.0,Include Furnished + Kolam Renang Rumah Candi Kalasan Manyaran,"Semarang Barat, Semarang",Semarang Barat,Semarang,rumah,142.0,100.0,4.0,3.0,1.0
https://www.rumah123.com/properti/semarang-bsb-city/butuh-laku-cepat-rumah-beranda-bali-bsb-city-hos41468923/,1350000000.0,Butuh Laku Cepat Rumah Beranda Bali Bsb City,"BSB City, Semarang",BSB City,Semarang,rumah,133.0,90.0,3.0,2.0,1.0
https://www.rumah123.com/properti/semarang-semarang-selatan/rumah-nangka-bagus-siap-pakai-hos40847513/,2800000000.0,Rumah Nangka Bagus Siap Pakai,"Semarang Selatan, Semarang",Semarang Selatan,Semarang,rumah,180.0,250.0,4.0,2.0,
https://www.rumah123.com/properti/semarang-candisari/rumah-mewah-pinggir-jalan-raya-di-jangli-raya-candisari-semarang-hos39814916/,10000000000.0,Rumah Mewah Pinggir Jalan Raya Di Jangli Raya Candisari Semarang,"Candisari, Semarang",Candisari,Semarang,rumah,584.0,350.0,5.0,3.0,1.0
https://www.rumah123.com/properti/semarang-semarang-barat/rumah-bagus-strategis-di-graha-padma-semarang-hos41504922/,1950000000.0,Rumah Bagus Strategis di Graha Padma Semarang,"Semarang Barat, Semarang",Semarang Barat,Semarang,rumah,96.0,98.0,3.0,3.0,1.0
https://www.rumah123.com/properti/klaten-prambanan/rumah-villa-joglo-limasan-di-jl-manisrenggo-dekat-candi-plaosan-hos8367035/,1500000000.0,Rumah  Villa Joglo Limasan Di Jl. Manisrenggo Dekat Candi Plaosan,"Prambanan, Klaten",Prambanan,Klaten,rumah,428.0,140.0,4.0,4.0,
https://www.rumah123.com/properti/semarang-tembalang/dijual-rumah-shm-siap-huni-area-kampus-undip-dan-tol-tembalang-hos40844337/,788000000.0,Dijual Rumah SHM Siap Huni Area Kampus Undip dan Tol Tembalang,"Tembalang, Semarang",Tembalang,Semarang,rumah,82.0,38.0,2.0,1.0,1.0
https://www.rumah123.com/properti/semarang-pedurungan/dijual-rumah-mewah-eropa-pedurungan-kota-semarang-hos40122949/,599000000.0,Dijual Rumah Mewah Eropa Pedurungan Kota Semarang,"Pedurungan, Semarang",Pedurungan,Semarang,rumah,80.0,40.0,2.0,1.0,1.0
https://www.rumah123.com/properti/semarang-ngaliyan/jual-cepat-rumah-minimalis-permata-puri-ngaliyan-hos41495253/,525000000.0,Jual Cepat Rumah Minimalis Permata Puri Ngaliyan,"Ngaliyan, Semarang",Ngaliyan,Semarang,rumah,90.0,50.0,2.0,2.0,1.0
https://www.rumah123.com/properti/semarang-semarang-barat/full-furnished-rumah-mewah-borobudur-semarang-barat-hos41600743/,1950000000.0,Full Furnished Rumah Mewah Borobudur Semarang Barat,"Semarang Barat, Semarang",Semarang Barat,Semarang,rumah,180.0,250.0,5.0,3.0,2.0
https://www.rumah123.com/properti/semarang-tembalang/dijual-rumah-cluster-area-nol-undip-tembalang-perumahan-semarang-hos40159612/,788000000.0,Dijual Rumah Cluster Area Nol Undip Tembalang Perumahan Semarang,"Tembalang, Semarang",Tembalang,Semarang,rumah,82.0,32.0,2.0,1.0,1.0
https://www.rumah123.com/properti/semarang-puri-anjasmoro/rumah-bagus-baru-renov-hos40847359/,2500000000.0,Rumah Bagus Baru Renov,"Puri Anjasmoro, Semarang",Puri Anjasmoro,Semarang,rumah,240.0,240.0,4.0,2.0,
https://www.rumah123.com/properti/semarang-puri-anjasmoro/rumah-bagus-di-puri-anjasmoro-semarang-hos10708199/,1500000000.0,"Rumah Bagus Di Puri Anjasmoro , Semarang","Puri Anjasmoro, Semarang",Puri Anjasmoro,Semarang,rumah,153.0,115.0,4.0,2.0,
https://www.rumah123.com/properti/semarang-ungaran/rumah-pesan-bangun-baru-ungaran-timur-16-menit-ke-tol-ungaran-hos41342574/,350000000.0,Ik Rumah Pesan Bangun Baru Ungaran Timur 16 Menit ke Tol Ungaran,"Ungaran, Semarang",Ungaran,Semarang,rumah,60.0,36.0,2.0,1.0,1.0
https://www.rumah123.com/properti/semarang-ungaran/rj-rumah-pesan-bangun-baru-ungaran-timur-15-menit-ke-tol-ungaran-hos41364899/,350000000.0,Rj Rumah Pesan Bangun Baru Ungaran Timur 15 Menit ke Tol Ungaran,"Ungaran, Semarang",Ungaran,Semarang,rumah,60.0,36.0,2.0,1.0,1.0
https://www.rumah123.com/properti/semarang-semarang-tengah/rumah-semarang-tengah-hos39361748/,5000000000.0,Rumah Semarang Tengah,"Semarang Tengah, Semarang",Semarang Tengah,Semarang,rumah,198.0,175.0,4.0,3.0,2.0
https://www.rumah123.com/properti/semarang-sambiroto/rj-rumah-pesan-bangun-baru-15-menit-ke-kampus-undip-tembalang-hos41466446/,790000000.0,Rj Rumah Pesan Bangun Baru 15 Menit ke Kampus Undip Tembalang,"Sambiroto, Semarang",Sambiroto,Semarang,rumah,70.0,60.0,3.0,2.0,1.0
https://www.rumah123.com/properti/semarang-bsb-city/di-jual-rumah-mewah-di-cluster-sultan-puri-agra-golf-bsb-hos39375682/,21000000000.0,Di Jual Rumah Mewah Di Cluster Sultan Puri Agra Golf - Bsb,"BSB City, Semarang",BSB City,Semarang,rumah,900.0,900.0,5.0,7.0,2.0
https://www.rumah123.com/properti/semarang-jatingaleh/jual-rumah-strategis-di-jatingaleh-semarang-hos39450066/,700000000.0,Jual Rumah Strategis Di Jatingaleh Semarang,"Jatingaleh, Semarang",Jatingaleh,Semarang,rumah,105.0,45.0,2.0,1.0,1.0
https://www.rumah123.com/properti/semarang-semarang-barat/dijual-cepat-rumah-murah-di-puri-mediterania-semarang-hos41577904/,900000000.0,Dijual Cepat Rumah Murah di Puri Mediterania Semarang,"Semarang Barat, Semarang",Semarang Barat,Semarang,rumah,144.0,120.0,4.0,3.0,1.0
https://www.rumah123.com/properti/semarang-semarang-barat/rumah-siap-huni-cluster-graha-padma-hos39064380/,1700000000.0,Rumah Siap Huni Cluster Graha Padma,"Semarang Barat, Semarang",Semarang Barat,Semarang,rumah,153.0,64.0,3.0,2.0,1.0
https://www.rumah123.com/properti/solo-banjarsari/rumah-solo-murah-dekat-luwes-nusukan-hos41293364/,1900000000.0,Rumah Solo Murah Dekat Luwes Nusukan,"Banjarsari, Solo",Banjarsari,Solo,rumah,350.0,250.0,4.0,5.0,3.0
https://www.rumah123.com/properti/solo-banjarsari/dijual-rumah-solo-siap-huni-dekat-terminal-gilingan-hos40225056/,1800000000.0,Dijual Rumah Solo Siap Huni Dekat Terminal Gilingan,"Banjarsari, Solo",Banjarsari,Solo,rumah,173.0,220.0,3.0,4.0,3.0
https://www.rumah123.com/properti/solo-banjarsari/dijual-rumah-solo-dekat-stadion-manahan-hos40164092/,1500000000.0,Dijual Rumah Solo Dekat Stadion Manahan,"Banjarsari, Solo",Banjarsari,Solo,rumah,206.0,150.0,3.0,2.0,3.0
https://www.rumah123.com/properti/solo-solo-baru/dijual-rumah-solo-baru-dekat-pakuwon-mall-hos40198820/,335000000.0,Dijual Rumah Solo Baru Dekat Pakuwon Mall,"Solo Baru, Solo",Solo Baru,Solo,rumah,98.0,60.0,2.0,1.0,1.0
https://www.rumah123.com/properti/solo-banjarsari/rumah-solo-dijual-dekat-luwes-gentan-hos40173501/,1000000000.0,Rumah Solo Dijual Dekat Luwes Gentan,"Banjarsari, Solo",Banjarsari,Solo,rumah,150.0,120.0,4.0,4.0,1.0
https://www.rumah123.com/properti/solo-jebres/dijual-rumah-di-solo-jebres-dekat-kampus-uns-hos41367438/,1300000000.0,Dijual Rumah di Solo Jebres Dekat Kampus Uns,"Jebres, Solo",Jebres,Solo,rumah,98.0,120.0,4.0,4.0,1.0
https://www.rumah123.com/properti/solo-solo-baru/dijual-rumah-solo-kota-siap-huni-dekat-stasiun-balapan-hos40173242/,1350000000.0,Dijual Rumah Solo Kota Siap Huni Dekat Stasiun Balapan,"Solo Baru, Solo",Solo Baru,Solo,rumah,76.0,154.0,3.0,2.0,
https://www.rumah123.com/properti/solo-banjarsari/rumah-dijual-di-solo-dekat-rs-dr-oen-solo-hos41527591/,5900000000.0,Rumah Dijual di Solo Dekat Rs Dr Oen Solo,"Banjarsari, Solo",Banjarsari,Solo,rumah,525.0,450.0,4.0,4.0,5.0
https://www.rumah123.com/properti/solo-jebres/dijual-rumah-solo-murah-dekat-taman-jaya-wijaya-hos40221555/,495000000.0,Dijual Rumah Solo Murah Dekat Taman Jaya Wijaya,"Jebres, Solo",Jebres,Solo,rumah,72.0,140.0,2.0,1.0,
https://www.rumah123.com/properti/solo-solo-baru/rumah-solo-dijual-siap-huni-dekat-rs-orthopedi-hos40147536/,3600000000.0,Rumah Solo Dijual Siap Huni Dekat Rs Orthopedi,"Solo Baru, Solo",Solo Baru,Solo,rumah,302.0,550.0,6.0,6.0,4.0
https://www.rumah123.com/properti/solo-jebres/dijual-rumah-solo-dekat-ringroad-mojosongo-hos40221657/,495000000.0,Dijual Rumah Solo Dekat Ringroad Mojosongo,"Jebres, Solo",Jebres,Solo,rumah,120.0,90.0,2.0,1.0,1.0
https://www.rumah123.com/properti/surakarta-banjarsari/rumah-solo-dijual-siap-huni-di-solo-jebres-hos40180996/,1250000000.0,Rumah Solo Dijual Siap Huni Di Solo Jebres,"Banjarsari, Surakarta",Banjarsari,Surakarta,rumah,147.0,250.0,4.0,4.0,1.0
https://www.rumah123.com/properti/solo-banjarsari/dijual-rumah-solo-dekat-kampus-usb-hos40389902/,900000000.0,Rumah Solo Dijual Dekat Kampus Usb,"Banjarsari, Solo",Banjarsari,Solo,rumah,395.0,200.0,5.0,3.0,2.0
https://www.rumah123.com/properti/solo-jebres/rumah-solo-dijual-dekat-taman-jaya-wijaya-hos40180912/,1250000000.0,Rumah Solo Dijual Dekat Taman Jaya Wijaya,"Jebres, Solo",Jebres,Solo,rumah,147.0,250.0,4.0,4.0,1.0
https://www.rumah123.com/properti/solo-solo-baru/rumah-solo-dijual-area-luwes-gentan-hos40174098/,1000000000.0,Rumah Solo Dijual Area Luwes Gentan,"Solo Baru, Solo",Solo Baru,Solo,rumah,150.0,120.0,4.0,2.0,1.0
https://www.rumah123.com/properti/solo-banjarsari/dijual-rumah-di-solo-kota-dekat-kampus-utp-hos40339002/,1900000000.0,Rumah Dijual di Solo Kota Dekat Kampus Utp,"Banjarsari, Solo",Banjarsari,Solo,rumah,350.0,182.0,3.0,3.0,
https://www.rumah123.com/properti/solo-banjarsari/dijual-rumah-solo-dekat-taman-balai-kambang-hos40538935/,2100000000.0,Rumah Dijual di Solo Dekat Taman Balai Kambang,"Banjarsari, Solo",Banjarsari,Solo,rumah,206.0,277.0,4.0,4.0,1.0
https://www.rumah123.com/properti/solo-banjarsari/rumah-solo-siap-huni-dekat-kantor-kpu-hos40778203/,3600000000.0,Rumah Solo Dijual Dekat Kantor Kpu,"Banjarsari, Solo",Banjarsari,Solo,rumah,382.0,283.0,4.0,4.0,2.0
https://www.rumah123.com/properti/surakarta-jebres/rumah-solo-dijual-dekat-uns-hos41530442/,330000000.0,Rumah Solo Dijual Dekat Uns,"Jebres, Surakarta",Jebres,Surakarta,rumah,67.0,50.0,2.0,1.0,1.0
https://www.rumah123.com/properti/solo-banjarsari/dijual-rumah-solo-dekat-bandara-adi-soemarmo-hos40250930/,365000000.0,Rumah Solo Dijual Dekat Bandara Adi Soemarmo,"Banjarsari, Solo",Banjarsari,Solo,rumah,63.0,45.0,2.0,1.0,1.0
https://www.rumah123.com/properti/solo-jebres/dijual-rumah-di-solo-dekat-ring-road-mojosongo-hos40271678/,725000000.0,Rumah Dijual di Solo Dekat Ring Road Mojosongo,"Jebres, Solo",Jebres,Solo,rumah,94.0,65.0,3.0,1.0,1.0
https://www.rumah123.com/properti/sukoharjo-baki/dijual-rumah-di-solo-siap-huni-dekat-pakuwon-mall-hos40331445/,650000000.0,Rumah Dijual di Solo Siap Huni Dekat Pakuwon Mall,"Baki, Sukoharjo",Baki,Sukoharjo,rumah,94.0,184.0,3.0,2.0,1.0
https://www.rumah123.com/properti/sukoharjo-kartasura/diual-rumah-di-solo-dekat-bandara-adi-soemarmo-hos40271971/,1300000000.0,Rumah Dijual di Solo Dekat Bandara Adi Soemarmo,"Kartasura, Sukoharjo",Kartasura,Sukoharjo,rumah,114.0,100.0,2.0,1.0,
https://www.rumah123.com/properti/solo-solo-baru/dijual-rumah-solo-dekat-stasiun-purwosari-hos40141096/,12500000000.0,Rumah Solo Dijual Dekat Stasiun Purwosari,"Solo Baru, Solo",Solo Baru,Solo,rumah,630.0,600.0,6.0,4.0,6.0
https://www.rumah123.com/properti/solo-banjarsari/dijual-rumah-solo-dekat-kampus-ums-hos40147667/,3600000000.0,Rumah Dijual di Solo Dekat Kampus Ums,"Banjarsari, Solo",Banjarsari,Solo,rumah,302.0,550.0,6.0,6.0,4.0
https://www.rumah123.com/properti/solo-karanganyar/rumah-baru-di-solo-dekat-de-tasikmadoe-heritage-hos41483507/,550000000.0,Rumah Dijual di Solo Dekat De Tasikmadoe Heritage,"Karanganyar, Solo",Karanganyar,Solo,rumah,60.0,100.0,3.0,2.0,1.0
https://www.rumah123.com/properti/surakarta-laweyan/dijual-rumah-mewah-solo-kota-dekat-solo-grand-mall-hos40122955/,12500000000.0,Rumah Mewah Solo Kota Dekat Solo Grand Mall,"Laweyan, Surakarta",Laweyan,Surakarta,rumah,630.0,600.0,6.0,4.0,6.0
https://www.rumah123.com/properti/solo-banjarsari/dijual-rumah-solo-murah-dekat-pasar-legi-hos40172216/,1350000000.0,Rumah Solo Dijual Dekat Pasar Legi,"Banjarsari, Solo",Banjarsari,Solo,rumah,76.0,154.0,3.0,2.0,
https://www.rumah123.com/properti/solo-solo-baru/dijual-rumah-solo-murah-dekat-exit-tol-klodran-hos40164296/,1500000000.0,Rumah Solo Dijual Dekat Exit Tol Klodran,"Solo Baru, Solo",Solo Baru,Solo,rumah,206.0,150.0,3.0,2.0,3.0
https://www.rumah123.com/properti/surakarta-banjarsari/dijual-rumah-3-lantai-solo-dekat-stasiun-balapan-hos40172382/,1350000000.0,Rumah Dijual Solo Dekat Stasiun Balapan,"Banjarsari, Surakarta",Banjarsari,Surakarta,rumah,76.0,154.0,3.0,2.0,
https://www.rumah123.com/properti/solo-jebres/dijual-rumah-solo-murah-area-mojosongo-jebres-hos40133110/,1200000000.0,Rumah Solo Dijual Area Mojosongo Jebres,"Jebres, Solo",Jebres,Solo,rumah,98.0,150.0,3.0,3.0,1.0
https://www.rumah123.com/properti/solo-banjarsari/dijual-rumah-solo-dekat-ring-road-mojosongo-hos40180954/,1250000000.0,Rumah Solo Dijual Dekat Ring Road Mojosongo,"Banjarsari, Solo",Banjarsari,Solo,rumah,147.0,250.0,5.0,3.0,1.0
https://www.rumah123.com/properti/solo-solo-baru/dijual-rumah-solo-baru-dekat-pakuwon-mall-hos40164483/,1750000000.0,Rumah Dijual di Solo Baru Dekat Pakuwon Mall,"Solo Baru, Solo",Solo Baru,Solo,rumah,246.0,200.0,4.0,2.0,1.0
https://www.rumah123.com/properti/solo-laweyan/dijual-rumah-mewah-solo-dekat-solo-grand-mall-hos40140988/,12500000000.0,Rumah Mewah Dijual di Solo Dekat Solo Grand Mall,"Laweyan, Solo",Laweyan,Solo,rumah,630.0,630.0,6.0,4.0,3.0
https://www.rumah123.com/properti/sukoharjo-baki/rumah-dijual-di-solo-dekats-gentan-hos41298431/,1000000000.0,Rumah Dijual di Solo Dekat Luwes Gentan,"Baki, Sukoharjo",Baki,Sukoharjo,rumah,150.0,120.0,4.0,2.0,1.0
https://www.rumah123.com/properti/solo-jebres/dijual-rumah-solo-2-lantai-dekat-transmart-pabelan-hos40147887/,3600000000.0,Rumah Solo Dijual Dekat Transmart Pabelan,"Jebres, Solo",Jebres,Solo,rumah,302.0,550.0,6.0,6.0,4.0
https://www.rumah123.com/properti/semarang-semarang-tengah/dijual-rumah-hook-siap-huni-seroja-pusat-tengah-kota-semarang-lokasi-strategis-dekat-simpang-lima-hos39170289/,7000000000.0,Dijual Cepat Rumah Hook Siap Huni Seroja Pusat Tengah Kota Semarang Lokasi Strategis Dekat Simpang Lima,"Semarang Tengah, Semarang",Semarang Tengah,Semarang,rumah,340.0,250.0,5.0,3.0,2.0
https://www.rumah123.com/properti/semarang-candi-golf/di-jual-rumah-di-candi-golf-semarang-atas-hos17777572/,2950000000.0,di jual rumah di Candi golf Semarang atas,"Candi Golf, Semarang",Candi Golf,Semarang,rumah,200.0,180.0,3.0,3.0,
https://www.rumah123.com/properti/semarang-gajah-mungkur/di-jual-rumah-di-gajah-mungkur-semarang-selatan-hos19466850/,1400000000.0,Di Jual Rumah Di Gajah Mungkur Semarang Selatan,"Gajah Mungkur, Semarang",Gajah Mungkur,Semarang,rumah,220.0,170.0,4.0,2.0,1.0
https://www.rumah123.com/properti/semarang-semarang-tengah/di-jual-rumah-dan-kos-di-tengah-kota-erlangga-hos41309126/,4000000000.0,Di Jual Rumah dan Kos di Tengah Kota Erlangga,"Semarang Tengah, Semarang",Semarang Tengah,Semarang,rumah,180.0,240.0,7.0,4.0,1.0
https://www.rumah123.com/properti/sukoharjo-tawangsari/dekat-kampus-uad-6-rumah-mewah-murah-hos41266104/,603000000.0,Dekat Kampus Uad 6; Rumah Mewah Murah,"Tawangsari, Sukoharjo",Tawangsari,Sukoharjo,rumah,114.0,70.0,3.0,2.0,1.0
https://www.rumah123.com/properti/semarang-banyumanik/di-jual-rumah-di-gombel-permai-semarang-atas-hos38855777/,1600000000.0,Di Jual Rumah Di Gombel Permai Semarang Atas,"Banyumanik, Semarang",Banyumanik,Semarang,rumah,168.0,300.0,5.0,4.0,2.0
https://www.rumah123.com/properti/semarang-semarang-tengah/di-jual-rumah-tengah-kota-semarang-hos39300126/,2700000000.0,Di Jual Rumah Tengah Kota Semarang,"Semarang Tengah, Semarang",Semarang Tengah,Semarang,rumah,215.0,150.0,3.0,2.0,2.0
https://www.rumah123.com/properti/semarang-semarang-tengah/di-jual-rumah-di-tengah-kota-samarang-daerah-mugas-dalam-hos40723611/,3000000000.0,Di Jual Rumah di Tengah Kota Samarang Daerah Mugas Dalam,"Semarang Tengah, Semarang",Semarang Tengah,Semarang,rumah,135.0,250.0,7.0,7.0,1.0
https://www.rumah123.com/properti/semarang-mijen/rumah-mewah-minimalis-modern-tipe-36-mijen-hos39082644/,469000000.0,Rumah Mewah Minimalis Modern Tipe 36 Mijen,"Mijen, Semarang",Mijen,Semarang,rumah,93.0,36.0,2.0,1.0,1.0
https://www.rumah123.com/properti/semarang-semarang-barat/rumah-di-jual-tipe-88120m2-2-lantai-beranda-bali-payon-amartha-kota-semarang-hanya-10juta-sampai-serah-terima-unit-hos39082691/,1350000000.0,RUMAH DI JUAL TIPE 88/120m2 ( 2 LANTAI ) | BERANDA BALI PAYON AMARTHA KOTA SEMARANG | HANYA 10JUTA SAMPAI SERAH TERIMA UNIT,"Semarang Barat, Semarang",Semarang Barat,Semarang,rumah,120.0,88.0,4.0,4.0,2.0
