price_in_rp,city,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,garages,floors,rasio_tanah_bangunan,total_ruangan,city_encoded
2500000000.0, Bogor,4.0,4.0,180.0,300.0,1.0,0.0,2.0,0.6,8.0,1
945000000.0, Bogor,3.0,1.0,90.0,70.0,1.0,0.0,1.0,1.2857142857142858,4.0,1
3700000000.0, Bogor,3.0,3.0,127.0,200.0,1.0,0.0,2.0,0.635,6.0,1
1500000000.0, Bogor,5.0,3.0,141.0,141.0,1.0,0.0,2.0,1.0,8.0,1
7000000000.0, Bogor,4.0,3.0,375.0,450.0,2.0,2.0,2.0,0.8333333333333334,7.0,1
4500000000.0, Bogor,4.0,2.0,334.0,350.0,1.0,1.0,2.0,0.9542857142857143,6.0,1
575000000.0, Bogor,3.0,2.0,81.0,65.0,1.0,0.0,1.0,1.2461538461538462,5.0,1
825000000.0, Bogor,2.0,2.0,90.0,65.0,1.0,0.0,1.0,1.3846153846153846,4.0,1
945000000.0, Bogor,3.0,1.0,90.0,70.0,1.0,0.0,1.0,1.2857142857142858,4.0,1
900000000.0, Bogor,2.0,1.0,90.0,90.0,1.0,0.0,1.0,1.0,3.0,1
2500000000.0, Bogor,4.0,4.0,180.0,300.0,1.0,0.0,2.0,0.6,8.0,1
1150000000.0, Bogor,3.0,2.0,90.0,150.0,1.0,0.0,2.0,0.6,5.0,1
945000000.0, Bogor,3.0,1.0,90.0,70.0,1.0,0.0,1.0,1.2857142857142858,4.0,1
1650000000.0, Bogor,3.0,2.0,84.0,89.0,1.0,0.0,2.0,0.9438202247191011,5.0,1
1250000000.0, Bogor,3.0,2.0,84.0,89.0,1.0,0.0,2.0,0.9438202247191011,5.0,1
3500000000.0, Bogor,4.0,4.0,321.0,500.0,1.0,1.0,2.0,0.642,8.0,1
3170000000.0, Bogor,3.0,3.0,404.0,200.0,1.0,0.0,2.0,2.02,6.0,1
3160000000.0, Bogor,3.0,3.0,404.0,200.0,1.0,0.0,2.0,2.02,6.0,1
3150000000.0, Bogor,3.0,3.0,404.0,200.0,1.0,0.0,2.0,2.02,6.0,1
945000000.0, Bogor,3.0,1.0,90.0,70.0,1.0,0.0,1.0,1.2857142857142858,4.0,1
3500000000.0, Bogor,4.0,4.0,323.0,500.0,1.0,1.0,2.0,0.646,8.0,1
775000000.0, Bogor,2.0,1.0,105.0,44.0,1.0,0.0,1.0,2.3863636363636362,3.0,1
7000000000.0, Bogor,4.0,3.0,375.0,450.0,2.0,3.0,3.0,0.8333333333333334,7.0,1
5000000000.0, Bogor,3.0,3.0,330.0,362.0,2.0,1.0,2.0,0.9116022099447514,6.0,1
5000000000.0, Bogor,4.0,4.0,498.0,400.0,2.0,2.0,2.0,1.245,8.0,1
1100000000.0, Bogor,1.0,1.0,90.0,60.0,1.0,0.0,1.0,1.5,2.0,1
6000000000.0, Bogor,4.0,4.0,526.0,400.0,2.0,2.0,3.0,1.315,8.0,1
2300000000.0, Bogor,3.0,2.0,299.0,125.0,1.0,1.0,2.0,2.392,5.0,1
1250000000.0, Bogor,3.0,2.0,144.0,88.0,1.0,0.0,1.0,1.6363636363636365,5.0,1
4500000000.0, Bogor,4.0,2.0,334.0,350.0,1.0,2.0,2.0,0.9542857142857143,6.0,1
950000000.0, Bogor,2.0,1.0,108.0,50.0,1.0,0.0,1.0,2.16,3.0,1
5000000000.0, Bogor,4.0,3.0,396.0,299.0,2.0,0.0,2.0,1.3244147157190636,7.0,1
1000000000.0, Bogor,2.0,1.0,150.0,63.0,1.0,0.0,1.0,2.380952380952381,3.0,1
3500000000.0, Bogor,4.0,4.0,323.0,500.0,1.0,1.0,2.0,0.646,8.0,1
1650000000.0, Bogor,3.0,2.0,84.0,89.0,1.0,0.0,3.0,0.9438202247191011,5.0,1
945000000.0, Bogor,3.0,1.0,90.0,70.0,1.0,0.0,1.0,1.2857142857142858,4.0,1
1150000000.0, Bogor,3.0,2.0,90.0,150.0,1.0,0.0,2.0,0.6,5.0,1
4500000000.0, Bogor,3.0,2.0,575.0,200.0,2.0,0.0,1.0,2.875,5.0,1
7500000000.0, Bogor,4.0,3.0,340.0,400.0,2.0,2.0,2.0,0.85,7.0,1
7000000000.0, Bogor,4.0,5.0,313.0,360.0,2.0,2.0,2.0,0.8694444444444445,9.0,1
7000000000.0, Bogor,4.0,5.0,313.0,360.0,2.0,2.0,2.0,0.8694444444444445,9.0,1
7500000000.0, Bogor,4.0,4.0,340.0,400.0,2.0,2.0,2.0,0.85,8.0,1
2900000000.0, Bogor,4.0,3.0,266.0,400.0,2.0,0.0,2.0,0.665,7.0,1
2900000000.0, Bogor,3.0,3.0,315.0,150.0,1.0,1.0,2.0,2.1,6.0,1
3500000000.0, Bogor,4.0,4.0,323.0,500.0,2.0,2.0,2.0,0.646,8.0,1
4500000000.0, Bogor,4.0,2.0,334.0,350.0,1.0,2.0,2.0,0.9542857142857143,6.0,1
775000000.0, Bogor,2.0,1.0,105.0,44.0,1.0,0.0,1.0,2.3863636363636362,3.0,1
5000000000.0, Bogor,3.0,2.0,498.0,300.0,2.0,3.0,2.0,1.66,5.0,1
4500000000.0, Bogor,3.0,3.0,345.0,200.0,1.0,0.0,2.0,1.725,6.0,1
1650000000.0, Bogor,3.0,2.0,84.0,89.0,1.0,0.0,3.0,0.9438202247191011,5.0,1
1250000000.0, Bogor,3.0,2.0,140.0,88.0,1.0,0.0,1.0,1.5909090909090908,5.0,1
1800000000.0, Bogor,2.0,1.0,224.0,90.0,1.0,1.0,1.0,2.488888888888889,3.0,1
1150000000.0, Bogor,3.0,2.0,90.0,150.0,1.0,0.0,2.0,0.6,5.0,1
570000000.0, Bogor,2.0,1.0,72.0,45.0,1.0,1.0,1.0,1.6,3.0,1
2300000000.0, Bogor,3.0,2.0,133.0,185.0,2.0,0.0,2.0,0.7189189189189189,5.0,1
600000000.0, Bogor,3.0,2.0,72.0,54.0,2.0,2.0,2.0,1.3333333333333333,5.0,1
3500000000.0, Bogor,2.0,2.0,242.0,188.0,0.0,0.0,3.0,1.2872340425531914,4.0,1
1900000000.0, Bogor,2.0,2.0,224.0,100.0,1.0,2.0,1.0,2.24,4.0,1
3250000000.0, Bogor,5.0,4.0,301.0,250.0,0.0,0.0,3.0,1.204,9.0,1
3500000000.0, Bogor,2.0,3.0,323.0,200.0,2.0,0.0,2.0,1.615,5.0,1
2300000000.0, Bogor,3.0,3.0,133.0,185.0,2.0,0.0,2.0,0.7189189189189189,6.0,1
2500000000.0, Bogor,3.0,2.0,202.0,370.0,0.0,0.0,2.0,0.5459459459459459,5.0,1
5300000000.0, Bogor,4.0,2.0,300.0,500.0,2.0,1.0,2.0,0.6,6.0,1
2750000000.0, Bogor,4.0,3.0,220.0,221.0,2.0,2.0,3.0,0.995475113122172,7.0,1
5500000000.0, Bogor,4.0,4.0,312.0,300.0,2.0,0.0,2.0,1.04,8.0,1
2100000000.0, Bogor,3.0,3.0,120.0,105.0,1.0,1.0,2.0,1.1428571428571428,6.0,1
1600000000.0, Bogor,2.0,1.0,180.0,120.0,1.0,1.0,1.0,1.5,3.0,1
1700000000.0, Bogor,3.0,3.0,108.0,160.0,1.0,0.0,2.0,0.675,6.0,1
800000000.0, Bogor,3.0,3.0,120.0,120.0,1.0,0.0,1.0,1.0,6.0,1
5500000000.0, Bogor,4.0,4.0,313.0,250.0,2.0,1.0,2.0,1.252,8.0,1
2750000000.0, Bogor,4.0,3.0,220.0,221.0,1.0,1.0,3.0,0.995475113122172,7.0,1
5500000000.0, Bogor,4.0,4.0,313.0,250.0,2.0,1.0,2.0,1.252,8.0,1
2750000000.0, Bogor,4.0,3.0,220.0,221.0,1.0,1.0,3.0,0.995475113122172,7.0,1
3800000000.0, Bogor,3.0,3.0,287.0,250.0,2.0,1.0,2.0,1.148,6.0,1
1800000000.0, Bogor,3.0,2.0,12.0,130.0,1.0,1.0,2.0,0.09230769230769231,5.0,1
1100000000.0, Bogor,4.0,3.0,90.0,120.0,0.0,0.0,2.0,0.75,7.0,1
1150000000.0, Bogor,3.0,2.0,90.0,150.0,1.0,0.0,2.0,0.6,5.0,1
725000000.0, Bogor,5.0,4.0,120.0,150.0,0.0,0.0,2.0,0.8,9.0,1
3800000000.0, Bogor,4.0,3.0,287.0,250.0,1.0,1.0,2.0,1.148,7.0,1
1650000000.0, Bogor,3.0,1.0,232.0,120.0,1.0,1.0,1.0,1.9333333333333333,4.0,1
2500000000.0, Bogor,3.0,2.0,315.0,200.0,1.0,1.0,2.0,1.575,5.0,1
1100000000.0, Bogor,2.0,2.0,90.0,60.0,1.0,0.0,1.0,1.5,4.0,1
1600000000.0, Bogor,2.0,1.0,248.0,100.0,1.0,0.0,1.0,2.48,3.0,1
1350000000.0, Bogor,3.0,2.0,108.0,100.0,1.0,0.0,2.0,1.08,5.0,1
3000000000.0, Bogor,3.0,2.0,328.0,160.0,1.0,1.0,2.0,2.05,5.0,1
850000000.0, Bogor,2.0,2.0,90.0,65.0,1.0,0.0,1.0,1.3846153846153846,4.0,1
1350000000.0, Bogor,2.0,1.0,211.0,53.0,1.0,0.0,1.0,3.981132075471698,3.0,1
1150000000.0, Bogor,3.0,3.0,78.0,100.0,1.0,0.0,1.0,0.78,6.0,1
3950000000.0, Bogor,4.0,3.0,328.0,250.0,2.0,1.0,2.0,1.312,7.0,1
5300000000.0, Bogor,4.0,4.0,481.0,250.0,4.0,2.0,2.0,1.924,8.0,1
3850000000.0, Bogor,4.0,3.0,224.0,220.0,2.0,2.0,2.0,1.018181818181818,7.0,1
4100000000.0, Bogor,4.0,3.0,488.0,250.0,2.0,2.0,2.0,1.952,7.0,1
3500000000.0, Bogor,2.0,3.0,323.0,220.0,4.0,0.0,2.0,1.4681818181818183,5.0,1
3200000000.0, Bogor,3.0,3.0,406.0,250.0,1.0,1.0,2.0,1.624,6.0,1
800000000.0, Bogor,3.0,3.0,120.0,120.0,1.0,0.0,2.0,1.0,6.0,1
3800000000.0, Bogor,4.0,4.0,315.0,250.0,2.0,1.0,2.0,1.26,8.0,1
1700000000.0, Bogor,3.0,3.0,171.0,120.0,1.0,1.0,2.0,1.425,6.0,1
4500000000.0, Bogor,4.0,3.0,234.0,240.0,2.0,0.0,2.0,0.975,7.0,1
1300000000.0, Bogor,3.0,2.0,176.0,120.0,1.0,1.0,1.0,1.4666666666666666,5.0,1
2750000000.0, Bogor,4.0,3.0,220.0,221.0,2.0,2.0,3.0,0.995475113122172,7.0,1
2750000000.0, Bogor,4.0,3.0,220.0,221.0,2.0,2.0,3.0,0.995475113122172,7.0,1
2750000000.0, Bogor,4.0,3.0,220.0,221.0,2.0,2.0,3.0,0.995475113122172,7.0,1
2750000000.0, Bogor,4.0,3.0,220.0,221.0,2.0,2.0,3.0,0.995475113122172,7.0,1
2750000000.0, Bogor,4.0,3.0,220.0,221.0,2.0,2.0,3.0,0.995475113122172,7.0,1
2750000000.0, Bogor,4.0,3.0,220.0,221.0,2.0,2.0,3.0,0.995475113122172,7.0,1
585000000.0, Bogor,2.0,2.0,90.0,60.0,1.0,0.0,1.0,1.5,4.0,1
2300000000.0, Bogor,3.0,3.0,228.0,200.0,0.0,1.0,2.0,1.14,6.0,1
2500000000.0, Bogor,3.0,3.0,230.0,200.0,1.0,1.0,2.0,1.15,6.0,1
4400000000.0, Bogor,4.0,4.0,234.0,200.0,1.0,1.0,2.0,1.17,8.0,1
1800000000.0, Bogor,3.0,3.0,120.0,100.0,1.0,0.0,2.0,1.2,6.0,1
675000000.0, Bogor,2.0,1.0,108.0,53.0,1.0,0.0,1.0,2.0377358490566038,3.0,1
2300000000.0, Bogor,4.0,3.0,216.0,180.0,1.0,1.0,2.0,1.2,7.0,1
4700000000.0, Bogor,4.0,4.0,300.0,250.0,2.0,1.0,3.0,1.2,8.0,1
1600000000.0, Bogor,2.0,1.0,180.0,100.0,2.0,1.0,1.0,1.8,3.0,1
5500000000.0, Bogor,4.0,4.0,313.0,250.0,2.0,1.0,2.0,1.252,8.0,1
5500000000.0, Bogor,4.0,4.0,313.0,250.0,2.0,1.0,2.0,1.252,8.0,1
1700000000.0, Bogor,3.0,3.0,120.0,120.0,2.0,0.0,2.0,1.0,6.0,1
4350000000.0, Bogor,4.0,3.0,600.0,250.0,4.0,2.0,3.0,2.4,7.0,1
2900000000.0, Bogor,4.0,3.0,315.0,250.0,2.0,2.0,1.0,1.26,7.0,1
3500000000.0, Bogor,2.0,3.0,323.0,250.0,2.0,1.0,2.0,1.292,5.0,1
4700000000.0, Bogor,4.0,4.0,300.0,250.0,1.0,1.0,2.0,1.2,8.0,1
1700000000.0, Bogor,3.0,3.0,108.0,160.0,1.0,1.0,2.0,0.675,6.0,1
800000000.0, Bogor,3.0,3.0,120.0,100.0,1.0,1.0,2.0,1.2,6.0,1
1150000000.0, Bogor,3.0,2.0,90.0,120.0,1.0,1.0,2.0,0.75,5.0,1
3200000000.0, Bogor,3.0,2.0,403.0,145.0,1.0,0.0,2.0,2.779310344827586,5.0,1
3800000000.0, Bogor,4.0,3.0,287.0,250.0,1.0,2.0,2.0,1.148,7.0,1
3800000000.0, Bogor,4.0,3.0,287.0,250.0,1.0,2.0,2.0,1.148,7.0,1
4900000000.0, Bogor,4.0,3.0,664.0,300.0,2.0,0.0,2.0,2.2133333333333334,7.0,1
2850000000.0, Bogor,3.0,2.0,323.0,200.0,1.0,0.0,2.0,1.615,5.0,1
2500000000.0, Bogor,5.0,5.0,120.0,235.0,0.0,0.0,2.0,0.5106382978723404,10.0,1
3500000000.0, Bogor,3.0,4.0,323.0,300.0,0.0,0.0,2.0,1.0766666666666667,7.0,1
585000000.0, Bogor,2.0,2.0,60.0,120.0,1.0,0.0,2.0,0.5,4.0,1
1900000000.0, Bogor,4.0,3.0,379.0,250.0,2.0,0.0,2.0,1.516,7.0,1
6300000000.0, Bogor,5.0,4.0,710.0,612.0,4.0,4.0,2.0,1.1601307189542485,9.0,1
3500000000.0, Bogor,2.0,3.0,300.0,250.0,2.0,0.0,2.0,1.2,5.0,1
495000000.0, Bogor,2.0,1.0,81.0,50.0,0.0,0.0,1.0,1.62,3.0,1
4500000000.0, Bogor,4.0,3.0,663.0,250.0,2.0,0.0,2.0,2.652,7.0,1
4700000000.0, Bogor,4.0,4.0,181.0,179.0,2.0,0.0,2.0,1.011173184357542,8.0,1
5750000000.0, Bogor,5.0,4.0,710.0,612.0,2.0,2.0,3.0,1.1601307189542485,9.0,1
300000000.0, Bogor,2.0,1.0,60.0,36.0,0.0,0.0,1.0,1.6666666666666667,3.0,1
630000000.0, Bogor,2.0,1.0,84.0,70.0,1.0,0.0,1.0,1.2,3.0,1
1680000000.0, Bogor,3.0,2.0,200.0,90.0,0.0,1.0,1.0,2.2222222222222223,5.0,1
630000000.0, Bogor,2.0,1.0,84.0,70.0,0.0,1.0,1.0,1.2,3.0,1
599000000.0, Bogor,2.0,1.0,72.0,60.0,1.0,0.0,1.0,1.2,3.0,1
890000000.0, Bogor,2.0,2.0,60.0,55.0,1.0,0.0,2.0,1.0909090909090908,4.0,1
810000000.0, Bogor,2.0,1.0,90.0,45.0,1.0,0.0,1.0,2.0,3.0,1
630000000.0, Bogor,2.0,1.0,84.0,70.0,1.0,0.0,1.0,1.2,3.0,1
599000000.0, Bogor,2.0,1.0,72.0,60.0,1.0,0.0,1.0,1.2,3.0,1
600000000.0, Bogor,2.0,1.0,72.0,60.0,1.0,0.0,1.0,1.2,3.0,1
1200000000.0, Bogor,2.0,3.0,98.0,78.0,0.0,1.0,2.0,1.2564102564102564,5.0,1
499000000.0, Bogor,2.0,1.0,60.0,30.0,1.0,0.0,1.0,2.0,3.0,1
810000000.0, Bogor,2.0,1.0,90.0,45.0,1.0,0.0,1.0,2.0,3.0,1
810000000.0, Bogor,2.0,1.0,90.0,45.0,1.0,0.0,1.0,2.0,3.0,1
630000000.0, Bogor,2.0,1.0,84.0,70.0,0.0,1.0,1.0,1.2,3.0,1
599000000.0, Bogor,2.0,1.0,72.0,60.0,1.0,0.0,1.0,1.2,3.0,1
810000000.0, Bogor,2.0,1.0,90.0,45.0,1.0,0.0,1.0,2.0,3.0,1
630000000.0, Bogor,2.0,1.0,84.0,70.0,1.0,1.0,1.0,1.2,3.0,1
599000000.0, Bogor,2.0,1.0,72.0,60.0,1.0,1.0,1.0,1.2,3.0,1
351000000.0, Bogor,2.0,1.0,60.0,32.0,1.0,0.0,1.0,1.875,3.0,1
325000000.0, Bogor,2.0,1.0,90.0,38.0,1.0,0.0,1.0,2.3684210526315788,3.0,1
245000000.0, Bogor,2.0,1.0,36.0,72.0,1.0,0.0,1.0,0.5,3.0,1
1350000000.0, Bogor,3.0,2.0,94.0,96.0,1.0,0.0,1.0,0.9791666666666666,5.0,1
250000000.0, Bogor,1.0,1.0,72.0,22.0,1.0,1.0,1.0,3.272727272727273,2.0,1
375000000.0, Bogor,3.0,2.0,112.0,68.0,1.0,1.0,1.0,1.6470588235294117,5.0,1
975000000.0, Bogor,3.0,2.0,200.0,100.0,2.0,2.0,1.0,2.0,5.0,1
325000000.0, Bogor,2.0,1.0,72.0,60.0,1.0,1.0,1.0,1.2,3.0,1
1450000000.0, Bogor,3.0,2.0,105.0,100.0,1.0,0.0,2.0,1.05,5.0,1
1450000000.0, Bogor,3.0,2.0,105.0,100.0,1.0,0.0,2.0,1.05,5.0,1
500000000.0, Bogor,3.0,2.0,60.0,51.0,2.0,2.0,2.0,1.1764705882352942,5.0,1
1500000000.0, Bogor,2.0,1.0,120.0,79.0,0.0,1.0,2.0,1.518987341772152,3.0,1
359000000.0, Bogor,3.0,2.0,90.0,75.0,1.0,0.0,1.0,1.2,5.0,1
350000000.0, Bogor,2.0,1.0,60.0,38.0,1.0,0.0,1.0,1.5789473684210527,3.0,1
168000000.0, Bogor,2.0,1.0,60.0,29.0,1.0,0.0,1.0,2.0689655172413794,3.0,1
195000000.0, Bogor,2.0,1.0,72.0,21.0,1.0,1.0,1.0,3.4285714285714284,3.0,1
280000000.0, Bogor,2.0,1.0,90.0,36.0,1.0,1.0,1.0,2.5,3.0,1
530000000.0, Bogor,2.0,1.0,60.0,30.0,1.0,0.0,1.0,2.0,3.0,1
493000000.0, Bogor,1.0,1.0,60.0,23.0,1.0,0.0,1.0,2.608695652173913,2.0,1
130000000.0, Bogor,2.0,1.0,150.0,45.0,2.0,2.0,1.0,3.3333333333333335,3.0,1
475000000.0, Bogor,2.0,1.0,105.0,36.0,1.0,1.0,1.0,2.9166666666666665,3.0,1
500000000.0, Bogor,2.0,1.0,72.0,50.0,1.0,0.0,1.0,1.44,3.0,1
525000000.0, Bogor,2.0,1.0,72.0,50.0,2.0,0.0,1.0,1.44,3.0,1
1350000000.0, Bogor,3.0,2.0,94.0,96.0,1.0,0.0,1.0,0.9791666666666666,5.0,1
660000000.0, Bogor,2.0,1.0,84.0,45.0,1.0,0.0,1.0,1.8666666666666667,3.0,1
700000000.0, Bogor,2.0,2.0,84.0,45.0,1.0,0.0,1.0,1.8666666666666667,4.0,1
333000000.0, Bogor,2.0,1.0,62.0,36.0,0.0,0.0,1.0,1.7222222222222223,3.0,1
525000000.0, Bogor,2.0,1.0,72.0,50.0,0.0,0.0,1.0,1.44,3.0,1
1440000000.0, Bogor,4.0,3.0,126.0,180.0,1.0,1.0,2.0,0.7,7.0,1
780000000.0, Bogor,3.0,2.0,116.0,85.0,0.0,1.0,1.0,1.3647058823529412,5.0,1
600000000.0, Bogor,3.0,2.0,66.0,56.0,2.0,2.0,2.0,1.1785714285714286,5.0,1
600000000.0, Bogor,3.0,2.0,66.0,56.0,2.0,0.0,2.0,1.1785714285714286,5.0,1
1440000000.0, Bogor,4.0,3.0,126.0,180.0,1.0,1.0,2.0,0.7,7.0,1
780000000.0, Bogor,3.0,2.0,116.0,85.0,0.0,1.0,1.0,1.3647058823529412,5.0,1
780000000.0, Bogor,3.0,2.0,116.0,85.0,0.0,1.0,1.0,1.3647058823529412,5.0,1
780000000.0, Bogor,3.0,2.0,116.0,85.0,1.0,1.0,1.0,1.3647058823529412,5.0,1
555000000.0, Bogor,2.0,2.0,96.0,80.0,0.0,1.0,1.0,1.2,4.0,1
1350000000.0, Bogor,3.0,2.0,94.0,96.0,1.0,0.0,1.0,0.9791666666666666,5.0,1
530000000.0, Bogor,2.0,1.0,70.0,36.0,1.0,0.0,1.0,1.9444444444444444,3.0,1
930000000.0, Bogor,2.0,1.0,84.0,39.0,1.0,0.0,1.0,2.1538461538461537,3.0,1
900000000.0, Bogor,2.0,1.0,81.0,45.0,1.0,0.0,1.0,1.8,3.0,1
1080000000.0, Bogor,2.0,2.0,104.0,60.0,0.0,1.0,2.0,1.7333333333333334,4.0,1
500000000.0, Bogor,2.0,1.0,68.0,36.0,1.0,0.0,1.0,1.8888888888888888,3.0,1
1080000000.0, Bogor,2.0,2.0,60.0,65.0,0.0,1.0,2.0,0.9230769230769231,4.0,1
930000000.0, Bogor,2.0,1.0,84.0,39.0,1.0,0.0,1.0,2.1538461538461537,3.0,1
1080000000.0, Bogor,2.0,2.0,104.0,60.0,0.0,1.0,2.0,1.7333333333333334,4.0,1
960000000.0, Bogor,3.0,2.0,81.0,51.0,1.0,0.0,2.0,1.588235294117647,5.0,1
1400000000.0, Bogor,4.0,4.0,120.0,98.0,1.0,0.0,2.0,1.2244897959183674,8.0,1
500000000.0, Bogor,2.0,1.0,68.0,36.0,1.0,0.0,1.0,1.8888888888888888,3.0,1
900000000.0, Bogor,2.0,1.0,81.0,45.0,0.0,1.0,1.0,1.8,3.0,1
1150000000.0, Bogor,3.0,2.0,94.0,70.0,1.0,0.0,2.0,1.3428571428571427,5.0,1
1400000000.0, Bogor,4.0,4.0,120.0,98.0,1.0,0.0,2.0,1.2244897959183674,8.0,1
1080000000.0, Bogor,2.0,2.0,60.0,65.0,0.0,1.0,2.0,0.9230769230769231,4.0,1
930000000.0, Bogor,2.0,1.0,84.0,39.0,0.0,1.0,1.0,2.1538461538461537,3.0,1
900000000.0, Bogor,2.0,1.0,81.0,45.0,0.0,1.0,1.0,1.8,3.0,1
1150000000.0, Bogor,3.0,2.0,94.0,70.0,1.0,0.0,2.0,1.3428571428571427,5.0,1
530000000.0, Bogor,2.0,1.0,70.0,36.0,1.0,0.0,1.0,1.9444444444444444,3.0,1
599000000.0, Bogor,2.0,2.0,90.0,36.0,0.0,1.0,1.0,2.5,4.0,1
1400000000.0, Bogor,4.0,4.0,120.0,98.0,1.0,0.0,2.0,1.2244897959183674,8.0,1
500000000.0, Bogor,2.0,1.0,68.0,36.0,1.0,1.0,1.0,1.8888888888888888,3.0,1
1080000000.0, Bogor,2.0,2.0,60.0,65.0,1.0,1.0,2.0,0.9230769230769231,4.0,1
930000000.0, Bogor,2.0,1.0,39.0,84.0,1.0,1.0,1.0,0.4642857142857143,3.0,1
900000000.0, Bogor,2.0,1.0,81.0,45.0,1.0,1.0,1.0,1.8,3.0,1
530000000.0, Bogor,2.0,1.0,70.0,36.0,1.0,0.0,1.0,1.9444444444444444,3.0,1
530000000.0, Bogor,2.0,1.0,70.0,36.0,1.0,0.0,1.0,1.9444444444444444,3.0,1
530000000.0, Bogor,2.0,1.0,70.0,36.0,1.0,0.0,1.0,1.9444444444444444,3.0,1
500000000.0, Bogor,2.0,1.0,68.0,36.0,1.0,0.0,1.0,1.8888888888888888,3.0,1
1080000000.0, Bogor,2.0,2.0,60.0,65.0,0.0,1.0,2.0,0.9230769230769231,4.0,1
930000000.0, Bogor,2.0,1.0,84.0,39.0,1.0,0.0,1.0,2.1538461538461537,3.0,1
900000000.0, Bogor,2.0,1.0,81.0,45.0,0.0,1.0,1.0,1.8,3.0,1
960000000.0, Bogor,3.0,2.0,81.0,51.0,1.0,0.0,2.0,1.588235294117647,5.0,1
1400000000.0, Bogor,4.0,4.0,120.0,98.0,1.0,0.0,2.0,1.2244897959183674,8.0,1
530000000.0, Bogor,2.0,1.0,70.0,36.0,1.0,0.0,1.0,1.9444444444444444,3.0,1
1080000000.0, Bogor,2.0,2.0,104.0,60.0,1.0,1.0,2.0,1.7333333333333334,4.0,1
1150000000.0, Bogor,3.0,2.0,94.0,70.0,1.0,0.0,2.0,1.3428571428571427,5.0,1
800000000.0, Bogor,2.0,1.0,72.0,39.0,1.0,1.0,1.0,1.8461538461538463,3.0,1
637000000.0, Bogor,3.0,2.0,65.0,60.0,1.0,0.0,2.0,1.0833333333333333,5.0,1
755000000.0, Bogor,3.0,2.0,78.0,60.0,1.0,0.0,2.0,1.3,5.0,1
685000000.0, Bogor,3.0,2.0,64.0,60.0,1.0,0.0,2.0,1.0666666666666667,5.0,1
438000000.0, Bogor,2.0,1.0,60.0,35.0,1.0,0.0,1.0,1.7142857142857142,3.0,1
438000000.0, Bogor,2.0,1.0,63.0,36.0,0.0,1.0,1.0,1.75,3.0,1
1090000000.0, Bogor,3.0,2.0,65.0,87.0,0.0,0.0,2.0,0.7471264367816092,5.0,1
570000000.0, Bogor,3.0,2.0,90.0,80.0,0.0,0.0,1.0,1.125,5.0,1
600000000.0, Bogor,3.0,2.0,112.0,100.0,0.0,0.0,1.0,1.12,5.0,1
435000000.0, Bogor,2.0,1.0,60.0,36.0,1.0,1.0,1.0,1.6666666666666667,3.0,1
960000000.0, Bogor,2.0,2.0,60.0,94.0,2.0,0.0,2.0,0.6382978723404256,4.0,1
466000000.0, Bogor,2.0,1.0,60.0,40.0,1.0,0.0,1.0,1.5,3.0,1
400000000.0, Bogor,2.0,1.0,60.0,40.0,1.0,0.0,1.0,1.5,3.0,1
400000000.0, Bogor,2.0,1.0,60.0,40.0,1.0,0.0,1.0,1.5,3.0,1
400000000.0, Bogor,2.0,1.0,60.0,40.0,1.0,0.0,1.0,1.5,3.0,1
500000000.0, Bogor,2.0,1.0,83.0,45.0,1.0,1.0,1.0,1.8444444444444446,3.0,1
1620000000.0, Bogor,5.0,2.0,104.0,180.0,1.0,0.0,3.0,0.5777777777777777,7.0,1
375000000.0, Bogor,2.0,1.0,60.0,45.0,1.0,0.0,1.0,1.3333333333333333,3.0,1
1620000000.0, Bogor,5.0,2.0,104.0,180.0,1.0,0.0,3.0,0.5777777777777777,7.0,1
810000000.0, Bogor,2.0,1.0,105.0,45.0,1.0,1.0,1.0,2.3333333333333335,3.0,1
1140000000.0, Bogor,3.0,2.0,84.0,76.0,1.0,1.0,2.0,1.105263157894737,5.0,1
1080000000.0, Bogor,3.0,2.0,84.0,84.0,1.0,1.0,2.0,1.0,5.0,1
195000000.0, Bogor,2.0,1.0,40.0,36.0,1.0,1.0,1.0,1.1111111111111112,3.0,1
500000000.0, Bogor,2.0,1.0,75.0,38.0,1.0,1.0,1.0,1.9736842105263157,3.0,1
100000000.0, Bogor,2.0,1.0,55.0,36.0,1.0,1.0,1.0,1.5277777777777777,3.0,1
200000000.0, Bogor,3.0,1.0,45.0,36.0,1.0,1.0,1.0,1.25,4.0,1
275000000.0, Bogor,2.0,1.0,60.0,40.0,1.0,1.0,1.0,1.5,3.0,1
400000000.0, Bogor,2.0,1.0,84.0,45.0,1.0,2.0,1.0,1.8666666666666667,3.0,1
400000000.0, Bogor,2.0,1.0,84.0,45.0,1.0,2.0,1.0,1.8666666666666667,3.0,1
456000000.0, Bogor,2.0,1.0,72.0,39.0,0.0,0.0,1.0,1.8461538461538463,3.0,1
473000000.0, Bogor,2.0,1.0,72.0,36.0,0.0,0.0,1.0,2.0,3.0,1
275000000.0, Bogor,2.0,1.0,60.0,40.0,1.0,1.0,1.0,1.5,3.0,1
275000000.0, Bogor,2.0,1.0,60.0,40.0,1.0,1.0,1.0,1.5,3.0,1
160000000.0, Bogor,2.0,1.0,42.0,42.0,1.0,1.0,1.0,1.0,3.0,1
399000000.0, Bogor,2.0,1.0,60.0,40.0,0.0,0.0,1.0,1.5,3.0,1
